! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                            NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF22_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
3                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0.000000                 Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.895144                alpha0      ! 0-lift angle of attack, depends on airfoil.
16.492568                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-21.532765               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
6.553185                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.884247                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.826690                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.000000                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.087169                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.16763573948768e-01  0.00000000000000e+00
-1.77000000000000e+02  1.59791077374099e-01  1.16947823826648e-01  1.20000000000000e-01
-1.74000000000000e+02  3.19582154748198e-01  1.17482261049823e-01  2.40000000000000e-01
-1.71000000000000e+02  4.79373232122296e-01  1.18357224421948e-01  3.60000000000000e-01
-1.68000000000000e+02  6.39164309496395e-01  1.19556963562124e-01  4.29442821688314e-01
-1.65000000000000e+02  7.98955386870496e-01  1.21060818972372e-01  4.73607054220786e-01
-1.62000000000000e+02  9.58746464244594e-01  1.22849718320143e-01  5.17771286753257e-01
-1.59000000000000e+02  9.20829218921848e-01  1.24940670208641e-01  5.01703783055417e-01
-1.56000000000000e+02  7.74790234624265e-01  1.27112539185259e-01  4.52697048606625e-01
-1.53000000000000e+02  6.73807040682213e-01  1.29539697823369e-01  3.83388851345609e-01
-1.50000000000000e+02  5.81893225328654e-01  1.32012135914223e-01  3.22663272441015e-01
-1.47000000000000e+02  5.09240352250375e-01  1.34577057811580e-01  2.87792637092918e-01
-1.44000000000000e+02  4.46049713847332e-01  1.37125299424663e-01  2.56790286249026e-01
-1.41000000000000e+02  3.89728917057816e-01  1.39661430694368e-01  2.28596415935583e-01
-1.38000000000000e+02  3.43164260992508e-01  1.42025247419982e-01  2.11365571399979e-01
-1.35000000000000e+02  2.99381122238787e-01  1.44294963957696e-01  1.95863446185501e-01
-1.32000000000000e+02  2.61866176448088e-01  1.46275531073035e-01  1.81862438398141e-01
-1.29000000000000e+02  2.27404184150171e-01  1.47985497931070e-01  1.70829534090565e-01
-1.26000000000000e+02  1.95848947572141e-01  1.49437822853982e-01  1.62622598729939e-01
-1.23000000000000e+02  1.68230347033657e-01  1.50325253885187e-01  1.54980845973613e-01
-1.20000000000000e+02  1.41999641344899e-01  1.50979995423031e-01  1.47871299154792e-01
-1.17000000000000e+02  1.19269612447015e-01  1.50916070774125e-01  1.43412382720404e-01
-1.14000000000000e+02  9.81377826497463e-02  1.50427269374134e-01  1.39071096465512e-01
-1.11000000000000e+02  7.89978736115928e-02  1.49408921423763e-01  1.34876418975666e-01
-1.08000000000000e+02  6.23763938254813e-02  1.47593296892017e-01  1.31842764374811e-01
-1.05000000000000e+02  4.67823919966858e-02  1.45444989380397e-01  1.29189324412114e-01
-1.02000000000000e+02  3.41808712995465e-02  1.42246347837977e-01  1.26616003171952e-01
-9.90000000000000e+01  2.27833027730853e-02  1.38607058966926e-01  1.24233483057088e-01
-9.60000000000000e+01  1.33662815197624e-02  1.34242888421676e-01  1.22164838075826e-01
-9.30000000000000e+01  6.17980778565075e-03  1.29071837261645e-01  1.20105653295928e-01
-9.00000000000000e+01 -2.36625445097357e-17  1.23536633698504e-01  1.18050737989106e-01
-8.70000000000000e+01 -6.11314050344120e-03  1.29095645121713e-01  1.18829789844474e-01
-8.40000000000000e+01 -1.34070424904452e-02  1.34228042632594e-01  1.19608841699842e-01
-8.10000000000000e+01 -2.26282777597691e-02  1.38664086812697e-01  1.20387893555211e-01
-7.80000000000000e+01 -3.41712290769319e-02  1.42249261334622e-01  1.21183574683270e-01
-7.50000000000000e+01 -4.68768803640554e-02  1.45413663583494e-01  1.21984699465541e-01
-7.20000000000000e+01 -6.22227075598182e-02  1.47643356979687e-01  1.22786972640666e-01
-6.90000000000000e+01 -7.92140174809797e-02  1.49340610039806e-01  1.23833216862926e-01
-6.60000000000000e+01 -9.77266997162849e-02  1.50545582036302e-01  1.25105030634373e-01
-6.30000000000000e+01 -1.19278557231175e-01  1.50907508389242e-01  1.26431709348410e-01
-6.00000000000000e+01 -1.42217447425401e-01  1.50944053695447e-01  1.27945045256060e-01
-5.70000000000000e+01 -1.67857902442621e-01  1.50384335694101e-01  1.29923994075915e-01
-5.40000000000000e+01 -1.96364248552766e-01  1.49363559704574e-01  1.31991716717200e-01
-5.10000000000000e+01 -2.26558741754936e-01  1.48082675164226e-01  1.34119238713254e-01
-4.80000000000000e+01 -2.61830917510636e-01  1.46266272025806e-01  1.36588099747328e-01
-4.50000000000000e+01 -2.99933272939998e-01  1.44279551592694e-01  1.39101417931192e-01
-4.20000000000000e+01 -3.41958615908128e-01  1.42056749814312e-01  1.41676359356242e-01
-3.90000000000000e+01 -3.91249807600039e-01  1.39633019285970e-01  1.43282406181861e-01
-3.60000000000000e+01 -4.44687782900221e-01  1.37141260037888e-01  1.44557196056988e-01
-3.30000000000000e+01 -5.08769426035246e-01  1.34569272623850e-01  1.45430352870022e-01
-3.00000000000000e+01 -5.83874646604522e-01  1.32025173269071e-01  1.13020074843970e-01
-2.93939393939394e+01 -6.00805834939212e-01  1.31515662343320e-01  1.01163365359372e-01
-2.87878787878788e+01 -6.17737023273902e-01  1.31006151417569e-01  8.93066558747733e-02
-2.81818181818182e+01 -6.34668211608591e-01  1.30496640491817e-01  7.74499463901750e-02
-2.75757575757576e+01 -6.51599399943281e-01  1.29987129566066e-01  6.55932369055767e-02
-2.69696969696970e+01 -6.68530588277971e-01  1.29477618640315e-01  5.37365274209783e-02
-2.63636363636364e+01 -6.90374448215567e-01  1.28996247535582e-01  3.71504701086120e-02
-2.57575757575758e+01 -7.13886681997949e-01  1.28524432889163e-01  1.89582968462044e-02
-2.51515151515151e+01 -7.37398915780331e-01  1.28052618242744e-01  7.66123583796928e-04
-2.45454545454545e+01 -7.60911149562713e-01  1.27580803596325e-01 -1.74260496786106e-02
-2.39393939393939e+01 -7.84423383345095e-01  1.27108988949905e-01 -3.56182229410181e-02
-2.33333333333333e+01 -8.07935617127477e-01  1.26637174303486e-01 -5.38103962034257e-02
-2.27272727272727e+01 -8.31447850909859e-01  1.26165359657067e-01 -7.20025694658331e-02
-2.21212121212121e+01 -8.54960084692240e-01  1.25693545010648e-01 -9.01947427282405e-02
-2.15151515151515e+01 -1.95203180209561e+00  2.91051617143255e-02 -9.49646248785288e-02
-2.09090909090909e+01 -1.93679459574219e+00  2.76960276701733e-02 -9.46346176897678e-02
-2.03030303030303e+01 -1.90781000126960e+00  2.63289124880536e-02 -9.42625491012264e-02
-1.96969696969697e+01 -1.86619691712247e+00  2.50136779872736e-02 -9.38587205312540e-02
-1.90909090909091e+01 -1.81704791212245e+00  2.37406997229697e-02 -9.34413785354993e-02
-1.84848484848485e+01 -1.76134773999258e+00  2.25179800529755e-02 -9.30183938486066e-02
-1.78787878787879e+01 -1.70152602675480e+00  2.13391387064873e-02 -9.25971552961022e-02
-1.72727272727273e+01 -1.63846738594838e+00  2.02089338672790e-02 -9.21831949141743e-02
-1.66666666666667e+01 -1.57327420024636e+00  1.91242294386064e-02 -9.17794917198813e-02
