      Time   ANCHTEN1   ANCHTEN2   ANCHTEN3   FAIRTEN1   FAIRTEN2   FAIRTEN3
       (s)        (N)        (N)        (N)        (N)        (N)        (N)
    8.5625 0.157727E+07 0.129074E+07 0.127975E+07 0.272992E+07 0.234646E+07 0.233412E+07
    8.5750 0.157733E+07 0.129173E+07 0.128065E+07 0.273043E+07 0.234619E+07 0.233504E+07
    8.5875 0.157734E+07 0.129281E+07 0.128150E+07 0.273084E+07 0.234602E+07 0.233598E+07
    8.6000 0.157732E+07 0.129395E+07 0.128229E+07 0.273116E+07 0.234593E+07 0.233694E+07
    8.6125 0.157729E+07 0.129514E+07 0.128303E+07 0.273141E+07 0.234591E+07 0.233791E+07
    8.6250 0.157726E+07 0.129636E+07 0.128371E+07 0.273161E+07 0.234592E+07 0.233888E+07
    8.6375 0.157728E+07 0.129757E+07 0.128433E+07 0.273181E+07 0.234595E+07 0.233984E+07
    8.6500 0.157736E+07 0.129873E+07 0.128488E+07 0.273202E+07 0.234596E+07 0.234079E+07
    8.6625 0.157753E+07 0.129983E+07 0.128537E+07 0.273228E+07 0.234594E+07 0.234171E+07
    8.6750 0.157782E+07 0.130081E+07 0.128580E+07 0.273262E+07 0.234586E+07 0.234259E+07
    8.6875 0.157827E+07 0.130165E+07 0.128615E+07 0.273306E+07 0.234569E+07 0.234343E+07
    8.7000 0.157889E+07 0.130231E+07 0.128643E+07 0.273362E+07 0.234543E+07 0.234420E+07
    8.7125 0.157970E+07 0.130278E+07 0.128664E+07 0.273433E+07 0.234504E+07 0.234490E+07
    8.7250 0.158074E+07 0.130302E+07 0.128678E+07 0.273521E+07 0.234454E+07 0.234552E+07
    8.7375 0.158199E+07 0.130304E+07 0.128684E+07 0.273624E+07 0.234391E+07 0.234604E+07
    8.7500 0.158347E+07 0.130282E+07 0.128681E+07 0.273745E+07 0.234316E+07 0.234647E+07
    8.7625 0.158517E+07 0.130237E+07 0.128671E+07 0.273881E+07 0.234230E+07 0.234680E+07
    8.7750 0.158708E+07 0.130169E+07 0.128653E+07 0.274031E+07 0.234134E+07 0.234703E+07
    8.7875 0.158919E+07 0.130081E+07 0.128627E+07 0.274194E+07 0.234032E+07 0.234716E+07
    8.8000 0.159147E+07 0.129975E+07 0.128593E+07 0.274366E+07 0.233923E+07 0.234719E+07
    8.8125 0.159389E+07 0.129854E+07 0.128551E+07 0.274546E+07 0.233812E+07 0.234713E+07
    8.8250 0.159641E+07 0.129720E+07 0.128502E+07 0.274731E+07 0.233700E+07 0.234699E+07
    8.8375 0.159902E+07 0.129578E+07 0.128447E+07 0.274917E+07 0.233590E+07 0.234678E+07
    8.8500 0.160166E+07 0.129431E+07 0.128385E+07 0.275101E+07 0.233483E+07 0.234652E+07
    8.8625 0.160431E+07 0.129281E+07 0.128319E+07 0.275281E+07 0.233382E+07 0.234621E+07
    8.8750 0.160693E+07 0.129133E+07 0.128247E+07 0.275454E+07 0.233288E+07 0.234587E+07
    8.8875 0.160948E+07 0.128988E+07 0.128173E+07 0.275618E+07 0.233203E+07 0.234551E+07
    8.9000 0.161196E+07 0.128848E+07 0.128096E+07 0.275771E+07 0.233126E+07 0.234516E+07
    8.9125 0.161432E+07 0.128715E+07 0.128018E+07 0.275912E+07 0.233059E+07 0.234482E+07
    8.9250 0.161657E+07 0.128590E+07 0.127939E+07 0.276039E+07 0.233000E+07 0.234450E+07
    8.9375 0.161869E+07 0.128472E+07 0.127861E+07 0.276152E+07 0.232950E+07 0.234422E+07
    8.9500 0.162068E+07 0.128361E+07 0.127785E+07 0.276251E+07 0.232906E+07 0.234399E+07
    8.9625 0.162254E+07 0.128256E+07 0.127711E+07 0.276338E+07 0.232869E+07 0.234380E+07
    8.9750 0.162428E+07 0.128154E+07 0.127641E+07 0.276413E+07 0.232835E+07 0.234367E+07
    8.9875 0.162593E+07 0.128054E+07 0.127573E+07 0.276479E+07 0.232803E+07 0.234359E+07
    9.0000 0.162750E+07 0.127954E+07 0.127510E+07 0.276536E+07 0.232771E+07 0.234355E+07
    9.0125 0.162902E+07 0.127850E+07 0.127449E+07 0.276588E+07 0.232737E+07 0.234356E+07
    9.0250 0.163051E+07 0.127740E+07 0.127392E+07 0.276638E+07 0.232699E+07 0.234358E+07
    9.0375 0.163199E+07 0.127623E+07 0.127337E+07 0.276687E+07 0.232655E+07 0.234362E+07
    9.0500 0.163351E+07 0.127495E+07 0.127283E+07 0.276739E+07 0.232605E+07 0.234366E+07
    9.0625 0.163507E+07 0.127355E+07 0.127229E+07 0.276795E+07 0.232546E+07 0.234368E+07
    9.0750 0.163670E+07 0.127203E+07 0.127174E+07 0.276858E+07 0.232480E+07 0.234365E+07
    9.0875 0.163842E+07 0.127036E+07 0.127116E+07 0.276930E+07 0.232404E+07 0.234357E+07
    9.1000 0.164025E+07 0.126856E+07 0.127055E+07 0.277011E+07 0.232320E+07 0.234342E+07
    9.1125 0.164219E+07 0.126663E+07 0.126989E+07 0.277102E+07 0.232228E+07 0.234318E+07
    9.1250 0.164423E+07 0.126458E+07 0.126916E+07 0.277205E+07 0.232128E+07 0.234284E+07
    9.1375 0.164638E+07 0.126243E+07 0.126836E+07 0.277319E+07 0.232023E+07 0.234238E+07
    9.1500 0.164862E+07 0.126019E+07 0.126749E+07 0.277442E+07 0.231915E+07 0.234181E+07
    9.1625 0.165094E+07 0.125790E+07 0.126653E+07 0.277574E+07 0.231803E+07 0.234111E+07
    9.1750 0.165330E+07 0.125557E+07 0.126549E+07 0.277714E+07 0.231692E+07 0.234029E+07
    9.1875 0.165570E+07 0.125325E+07 0.126438E+07 0.277859E+07 0.231582E+07 0.233935E+07
    9.2000 0.165809E+07 0.125095E+07 0.126320E+07 0.278008E+07 0.231474E+07 0.233830E+07
    9.2125 0.166044E+07 0.124870E+07 0.126197E+07 0.278157E+07 0.231372E+07 0.233716E+07
    9.2250 0.166273E+07 0.124653E+07 0.126069E+07 0.278306E+07 0.231276E+07 0.233593E+07
    9.2375 0.166492E+07 0.124445E+07 0.125940E+07 0.278451E+07 0.231188E+07 0.233465E+07
    9.2500 0.166699E+07 0.124249E+07 0.125810E+07 0.278590E+07 0.231108E+07 0.233332E+07
    9.2625 0.166891E+07 0.124064E+07 0.125682E+07 0.278721E+07 0.231037E+07 0.233198E+07
    9.2750 0.167066E+07 0.123892E+07 0.125558E+07 0.278843E+07 0.230975E+07 0.233064E+07
    9.2875 0.167221E+07 0.123733E+07 0.125440E+07 0.278953E+07 0.230923E+07 0.232932E+07
    9.3000 0.167357E+07 0.123586E+07 0.125329E+07 0.279051E+07 0.230880E+07 0.232803E+07
    9.3125 0.167472E+07 0.123451E+07 0.125229E+07 0.279137E+07 0.230845E+07 0.232680E+07
    9.3250 0.167567E+07 0.123327E+07 0.125139E+07 0.279211E+07 0.230818E+07 0.232563E+07
    9.3375 0.167642E+07 0.123211E+07 0.125061E+07 0.279273E+07 0.230798E+07 0.232453E+07
    9.3500 0.167698E+07 0.123104E+07 0.124996E+07 0.279323E+07 0.230784E+07 0.232350E+07
    9.3625 0.167736E+07 0.123002E+07 0.124943E+07 0.279364E+07 0.230776E+07 0.232253E+07
    9.3750 0.167759E+07 0.122905E+07 0.124902E+07 0.279396E+07 0.230772E+07 0.232161E+07
    9.3875 0.167769E+07 0.122811E+07 0.124871E+07 0.279421E+07 0.230772E+07 0.232075E+07
    9.4000 0.167769E+07 0.122718E+07 0.124851E+07 0.279441E+07 0.230776E+07 0.231992E+07
    9.4125 0.167760E+07 0.122627E+07 0.124838E+07 0.279456E+07 0.230784E+07 0.231911E+07
    9.4250 0.167745E+07 0.122536E+07 0.124831E+07 0.279468E+07 0.230795E+07 0.231831E+07
    9.4375 0.167727E+07 0.122446E+07 0.124828E+07 0.279478E+07 0.230811E+07 0.231750E+07
    9.4500 0.167708E+07 0.122355E+07 0.124826E+07 0.279486E+07 0.230832E+07 0.231667E+07
    9.4625 0.167690E+07 0.122266E+07 0.124823E+07 0.279495E+07 0.230858E+07 0.231580E+07
    9.4750 0.167674E+07 0.122178E+07 0.124817E+07 0.279502E+07 0.230891E+07 0.231490E+07
    9.4875 0.167662E+07 0.122093E+07 0.124805E+07 0.279510E+07 0.230931E+07 0.231394E+07
    9.5000 0.167653E+07 0.122013E+07 0.124786E+07 0.279516E+07 0.230979E+07 0.231294E+07
    9.5125 0.167649E+07 0.121938E+07 0.124758E+07 0.279521E+07 0.231035E+07 0.231189E+07
    9.5250 0.167649E+07 0.121870E+07 0.124721E+07 0.279524E+07 0.231101E+07 0.231079E+07
    9.5375 0.167653E+07 0.121811E+07 0.124673E+07 0.279525E+07 0.231177E+07 0.230964E+07
    9.5500 0.167660E+07 0.121762E+07 0.124614E+07 0.279522E+07 0.231262E+07 0.230847E+07
    9.5625 0.167669E+07 0.121725E+07 0.124545E+07 0.279514E+07 0.231356E+07 0.230728E+07
    9.5750 0.167677E+07 0.121701E+07 0.124468E+07 0.279501E+07 0.231460E+07 0.230607E+07
    9.5875 0.167685E+07 0.121690E+07 0.124382E+07 0.279483E+07 0.231571E+07 0.230488E+07
    9.6000 0.167689E+07 0.121693E+07 0.124290E+07 0.279459E+07 0.231690E+07 0.230370E+07
    9.6125 0.167689E+07 0.121711E+07 0.124194E+07 0.279428E+07 0.231815E+07 0.230256E+07
    9.6250 0.167683E+07 0.121743E+07 0.124095E+07 0.279391E+07 0.231945E+07 0.230147E+07
    9.6375 0.167669E+07 0.121789E+07 0.123997E+07 0.279347E+07 0.232079E+07 0.230044E+07
    9.6500 0.167647E+07 0.121849E+07 0.123901E+07 0.279297E+07 0.232215E+07 0.229947E+07
    9.6625 0.167616E+07 0.121922E+07 0.123809E+07 0.279240E+07 0.232352E+07 0.229858E+07
    9.6750 0.167574E+07 0.122007E+07 0.123722E+07 0.279179E+07 0.232489E+07 0.229777E+07
    9.6875 0.167522E+07 0.122103E+07 0.123644E+07 0.279112E+07 0.232626E+07 0.229705E+07
    9.7000 0.167459E+07 0.122209E+07 0.123573E+07 0.279042E+07 0.232760E+07 0.229640E+07
    9.7125 0.167387E+07 0.122325E+07 0.123512E+07 0.278968E+07 0.232893E+07 0.229583E+07
    9.7250 0.167306E+07 0.122449E+07 0.123459E+07 0.278893E+07 0.233023E+07 0.229533E+07
    9.7375 0.167216E+07 0.122581E+07 0.123415E+07 0.278816E+07 0.233149E+07 0.229488E+07
    9.7500 0.167119E+07 0.122722E+07 0.123379E+07 0.278741E+07 0.233273E+07 0.229448E+07
    9.7625 0.167015E+07 0.122869E+07 0.123349E+07 0.278666E+07 0.233393E+07 0.229410E+07
    9.7750 0.166906E+07 0.123025E+07 0.123325E+07 0.278595E+07 0.233511E+07 0.229374E+07
    9.7875 0.166793E+07 0.123189E+07 0.123305E+07 0.278527E+07 0.233626E+07 0.229338E+07
    9.8000 0.166677E+07 0.123361E+07 0.123286E+07 0.278464E+07 0.233739E+07 0.229301E+07
    9.8125 0.166558E+07 0.123542E+07 0.123268E+07 0.278406E+07 0.233850E+07 0.229260E+07
    9.8250 0.166437E+07 0.123734E+07 0.123250E+07 0.278354E+07 0.233959E+07 0.229215E+07
    9.8375 0.166314E+07 0.123936E+07 0.123228E+07 0.278309E+07 0.234069E+07 0.229165E+07
    9.8500 0.166190E+07 0.124150E+07 0.123204E+07 0.278270E+07 0.234178E+07 0.229110E+07
    9.8625 0.166065E+07 0.124375E+07 0.123175E+07 0.278238E+07 0.234286E+07 0.229049E+07
    9.8750 0.165939E+07 0.124613E+07 0.123142E+07 0.278213E+07 0.234395E+07 0.228982E+07
    9.8875 0.165811E+07 0.124862E+07 0.123104E+07 0.278194E+07 0.234505E+07 0.228910E+07
    9.9000 0.165681E+07 0.125124E+07 0.123062E+07 0.278182E+07 0.234614E+07 0.228833E+07
    9.9125 0.165550E+07 0.125396E+07 0.123016E+07 0.278176E+07 0.234722E+07 0.228752E+07
    9.9250 0.165418E+07 0.125678E+07 0.122967E+07 0.278175E+07 0.234830E+07 0.228668E+07
    9.9375 0.165284E+07 0.125969E+07 0.122916E+07 0.278180E+07 0.234937E+07 0.228582E+07
    9.9500 0.165148E+07 0.126266E+07 0.122864E+07 0.278189E+07 0.235041E+07 0.228496E+07
    9.9625 0.165011E+07 0.126568E+07 0.122813E+07 0.278204E+07 0.235143E+07 0.228411E+07
    9.9750 0.164874E+07 0.126873E+07 0.122763E+07 0.278222E+07 0.235242E+07 0.228328E+07
    9.9875 0.164736E+07 0.127178E+07 0.122716E+07 0.278243E+07 0.235337E+07 0.228248E+07
   10.0000 0.164600E+07 0.127481E+07 0.122673E+07 0.278267E+07 0.235428E+07 0.228173E+07
   10.0125 0.164465E+07 0.127779E+07 0.122634E+07 0.278294E+07 0.235514E+07 0.228103E+07
   10.0250 0.164334E+07 0.128072E+07 0.122600E+07 0.278322E+07 0.235597E+07 0.228039E+07
   10.0375 0.164206E+07 0.128356E+07 0.122571E+07 0.278352E+07 0.235674E+07 0.227982E+07
   10.0500 0.164084E+07 0.128631E+07 0.122547E+07 0.278384E+07 0.235746E+07 0.227932E+07
   10.0625 0.163968E+07 0.128894E+07 0.122529E+07 0.278415E+07 0.235815E+07 0.227890E+07
   10.0750 0.163859E+07 0.129146E+07 0.122514E+07 0.278448E+07 0.235879E+07 0.227854E+07
   10.0875 0.163759E+07 0.129386E+07 0.122504E+07 0.278481E+07 0.235939E+07 0.227825E+07
   10.1000 0.163669E+07 0.129613E+07 0.122496E+07 0.278514E+07 0.235997E+07 0.227803E+07
