      Time   ANCHTEN1   ANCHTEN2   ANCHTEN3   FAIRTEN1   FAIRTEN2   FAIRTEN3
       (s)        (N)        (N)        (N)        (N)        (N)        (N)
    5.3500 0.135384E+07 0.143407E+07 0.134741E+07 0.250108E+07 0.247652E+07 0.239624E+07
    5.3625 0.135506E+07 0.143635E+07 0.134431E+07 0.250166E+07 0.247856E+07 0.239391E+07
    5.3750 0.135691E+07 0.143808E+07 0.134093E+07 0.250280E+07 0.248013E+07 0.239134E+07
    5.3875 0.135939E+07 0.143923E+07 0.133729E+07 0.250450E+07 0.248121E+07 0.238856E+07
    5.4000 0.136246E+07 0.143980E+07 0.133344E+07 0.250674E+07 0.248180E+07 0.238559E+07
    5.4125 0.136608E+07 0.143980E+07 0.132943E+07 0.250947E+07 0.248193E+07 0.238247E+07
    5.4250 0.137018E+07 0.143923E+07 0.132529E+07 0.251263E+07 0.248161E+07 0.237924E+07
    5.4375 0.137470E+07 0.143816E+07 0.132108E+07 0.251615E+07 0.248091E+07 0.237592E+07
    5.4500 0.137954E+07 0.143663E+07 0.131685E+07 0.251995E+07 0.247987E+07 0.237257E+07
    5.4625 0.138461E+07 0.143471E+07 0.131263E+07 0.252394E+07 0.247857E+07 0.236922E+07
    5.4750 0.138982E+07 0.143249E+07 0.130847E+07 0.252804E+07 0.247708E+07 0.236590E+07
    5.4875 0.139508E+07 0.143004E+07 0.130440E+07 0.253214E+07 0.247548E+07 0.236267E+07
    5.5000 0.140029E+07 0.142745E+07 0.130044E+07 0.253617E+07 0.247384E+07 0.235954E+07
    5.5125 0.140538E+07 0.142480E+07 0.129661E+07 0.254006E+07 0.247221E+07 0.235655E+07
    5.5250 0.141029E+07 0.142217E+07 0.129293E+07 0.254374E+07 0.247068E+07 0.235371E+07
    5.5375 0.141495E+07 0.141963E+07 0.128938E+07 0.254717E+07 0.246927E+07 0.235104E+07
    5.5500 0.141933E+07 0.141724E+07 0.128597E+07 0.255030E+07 0.246802E+07 0.234856E+07
    5.5625 0.142342E+07 0.141502E+07 0.128268E+07 0.255313E+07 0.246696E+07 0.234625E+07
    5.5750 0.142721E+07 0.141301E+07 0.127950E+07 0.255567E+07 0.246607E+07 0.234413E+07
    5.5875 0.143071E+07 0.141121E+07 0.127641E+07 0.255792E+07 0.246536E+07 0.234219E+07
    5.6000 0.143396E+07 0.140962E+07 0.127340E+07 0.255992E+07 0.246477E+07 0.234042E+07
    5.6125 0.143700E+07 0.140820E+07 0.127042E+07 0.256174E+07 0.246428E+07 0.233879E+07
    5.6250 0.143989E+07 0.140691E+07 0.126748E+07 0.256343E+07 0.246382E+07 0.233729E+07
    5.6375 0.144269E+07 0.140570E+07 0.126454E+07 0.256507E+07 0.246333E+07 0.233590E+07
    5.6500 0.144547E+07 0.140449E+07 0.126159E+07 0.256672E+07 0.246274E+07 0.233459E+07
    5.6625 0.144830E+07 0.140322E+07 0.125862E+07 0.256847E+07 0.246198E+07 0.233334E+07
    5.6750 0.145126E+07 0.140181E+07 0.125562E+07 0.257040E+07 0.246097E+07 0.233213E+07
    5.6875 0.145441E+07 0.140019E+07 0.125258E+07 0.257258E+07 0.245966E+07 0.233092E+07
    5.7000 0.145781E+07 0.139828E+07 0.124951E+07 0.257506E+07 0.245799E+07 0.232971E+07
    5.7125 0.146150E+07 0.139603E+07 0.124640E+07 0.257789E+07 0.245592E+07 0.232845E+07
    5.7250 0.146553E+07 0.139339E+07 0.124327E+07 0.258112E+07 0.245341E+07 0.232716E+07
    5.7375 0.146991E+07 0.139031E+07 0.124013E+07 0.258474E+07 0.245046E+07 0.232580E+07
    5.7500 0.147465E+07 0.138679E+07 0.123699E+07 0.258878E+07 0.244708E+07 0.232436E+07
    5.7625 0.147973E+07 0.138282E+07 0.123387E+07 0.259322E+07 0.244327E+07 0.232286E+07
    5.7750 0.148514E+07 0.137841E+07 0.123080E+07 0.259801E+07 0.243907E+07 0.232128E+07
    5.7875 0.149081E+07 0.137361E+07 0.122778E+07 0.260311E+07 0.243455E+07 0.231964E+07
    5.8000 0.149671E+07 0.136844E+07 0.122484E+07 0.260846E+07 0.242975E+07 0.231794E+07
    5.8125 0.150276E+07 0.136299E+07 0.122200E+07 0.261399E+07 0.242475E+07 0.231620E+07
    5.8250 0.150888E+07 0.135732E+07 0.121928E+07 0.261962E+07 0.241962E+07 0.231444E+07
    5.8375 0.151501E+07 0.135150E+07 0.121671E+07 0.262527E+07 0.241445E+07 0.231268E+07
    5.8500 0.152106E+07 0.134563E+07 0.121430E+07 0.263085E+07 0.240932E+07 0.231094E+07
    5.8625 0.152696E+07 0.133978E+07 0.121206E+07 0.263629E+07 0.240430E+07 0.230926E+07
    5.8750 0.153262E+07 0.133403E+07 0.121002E+07 0.264149E+07 0.239946E+07 0.230766E+07
    5.8875 0.153798E+07 0.132845E+07 0.120819E+07 0.264641E+07 0.239486E+07 0.230616E+07
    5.9000 0.154299E+07 0.132309E+07 0.120657E+07 0.265098E+07 0.239054E+07 0.230479E+07
    5.9125 0.154762E+07 0.131802E+07 0.120519E+07 0.265517E+07 0.238655E+07 0.230357E+07
    5.9250 0.155182E+07 0.131324E+07 0.120404E+07 0.265895E+07 0.238289E+07 0.230252E+07
    5.9375 0.155559E+07 0.130879E+07 0.120313E+07 0.266230E+07 0.237957E+07 0.230165E+07
    5.9500 0.155893E+07 0.130465E+07 0.120246E+07 0.266524E+07 0.237658E+07 0.230098E+07
    5.9625 0.156187E+07 0.130081E+07 0.120204E+07 0.266779E+07 0.237389E+07 0.230050E+07
    5.9750 0.156443E+07 0.129723E+07 0.120186E+07 0.266997E+07 0.237146E+07 0.230022E+07
    5.9875 0.156666E+07 0.129387E+07 0.120191E+07 0.267185E+07 0.236926E+07 0.230012E+07
    6.0000 0.156862E+07 0.129066E+07 0.120219E+07 0.267347E+07 0.236721E+07 0.230020E+07
    6.0125 0.157037E+07 0.128756E+07 0.120268E+07 0.267491E+07 0.236528E+07 0.230044E+07
    6.0250 0.157198E+07 0.128448E+07 0.120338E+07 0.267622E+07 0.236339E+07 0.230081E+07
    6.0375 0.157351E+07 0.128136E+07 0.120426E+07 0.267748E+07 0.236148E+07 0.230130E+07
    6.0500 0.157504E+07 0.127815E+07 0.120530E+07 0.267876E+07 0.235952E+07 0.230187E+07
    6.0625 0.157661E+07 0.127479E+07 0.120649E+07 0.268011E+07 0.235745E+07 0.230249E+07
    6.0750 0.157830E+07 0.127123E+07 0.120781E+07 0.268158E+07 0.235524E+07 0.230314E+07
    6.0875 0.158013E+07 0.126745E+07 0.120923E+07 0.268322E+07 0.235286E+07 0.230379E+07
    6.1000 0.158214E+07 0.126343E+07 0.121072E+07 0.268506E+07 0.235031E+07 0.230442E+07
    6.1125 0.158435E+07 0.125916E+07 0.121228E+07 0.268710E+07 0.234757E+07 0.230501E+07
    6.1250 0.158676E+07 0.125467E+07 0.121388E+07 0.268935E+07 0.234468E+07 0.230554E+07
    6.1375 0.158936E+07 0.124998E+07 0.121549E+07 0.269180E+07 0.234165E+07 0.230600E+07
    6.1500 0.159212E+07 0.124514E+07 0.121711E+07 0.269440E+07 0.233853E+07 0.230640E+07
    6.1625 0.159500E+07 0.124020E+07 0.121873E+07 0.269712E+07 0.233535E+07 0.230674E+07
    6.1750 0.159796E+07 0.123524E+07 0.122034E+07 0.269992E+07 0.233217E+07 0.230703E+07
    6.1875 0.160093E+07 0.123032E+07 0.122194E+07 0.270272E+07 0.232904E+07 0.230730E+07
    6.2000 0.160386E+07 0.122552E+07 0.122353E+07 0.270546E+07 0.232602E+07 0.230755E+07
    6.2125 0.160666E+07 0.122091E+07 0.122511E+07 0.270809E+07 0.232316E+07 0.230783E+07
    6.2250 0.160929E+07 0.121657E+07 0.122671E+07 0.271053E+07 0.232051E+07 0.230816E+07
    6.2375 0.161166E+07 0.121257E+07 0.122833E+07 0.271272E+07 0.231810E+07 0.230857E+07
    6.2500 0.161373E+07 0.120894E+07 0.123000E+07 0.271463E+07 0.231598E+07 0.230910E+07
    6.2625 0.161544E+07 0.120575E+07 0.123173E+07 0.271620E+07 0.231415E+07 0.230978E+07
    6.2750 0.161675E+07 0.120302E+07 0.123354E+07 0.271740E+07 0.231264E+07 0.231064E+07
    6.2875 0.161763E+07 0.120076E+07 0.123547E+07 0.271821E+07 0.231143E+07 0.231171E+07
    6.3000 0.161807E+07 0.119898E+07 0.123752E+07 0.271864E+07 0.231053E+07 0.231300E+07
    6.3125 0.161807E+07 0.119767E+07 0.123971E+07 0.271870E+07 0.230989E+07 0.231452E+07
    6.3250 0.161764E+07 0.119679E+07 0.124206E+07 0.271840E+07 0.230950E+07 0.231629E+07
    6.3375 0.161680E+07 0.119630E+07 0.124456E+07 0.271778E+07 0.230930E+07 0.231829E+07
    6.3500 0.161560E+07 0.119617E+07 0.124724E+07 0.271690E+07 0.230926E+07 0.232051E+07
    6.3625 0.161409E+07 0.119633E+07 0.125007E+07 0.271581E+07 0.230932E+07 0.232294E+07
    6.3750 0.161232E+07 0.119673E+07 0.125306E+07 0.271457E+07 0.230944E+07 0.232554E+07
    6.3875 0.161035E+07 0.119730E+07 0.125618E+07 0.271325E+07 0.230957E+07 0.232828E+07
    6.4000 0.160825E+07 0.119800E+07 0.125941E+07 0.271192E+07 0.230967E+07 0.233112E+07
    6.4125 0.160609E+07 0.119876E+07 0.126272E+07 0.271064E+07 0.230970E+07 0.233401E+07
    6.4250 0.160392E+07 0.119955E+07 0.126609E+07 0.270948E+07 0.230962E+07 0.233690E+07
    6.4375 0.160181E+07 0.120032E+07 0.126947E+07 0.270849E+07 0.230942E+07 0.233974E+07
    6.4500 0.159980E+07 0.120105E+07 0.127283E+07 0.270771E+07 0.230908E+07 0.234250E+07
    6.4625 0.159794E+07 0.120173E+07 0.127614E+07 0.270719E+07 0.230861E+07 0.234511E+07
    6.4750 0.159624E+07 0.120235E+07 0.127936E+07 0.270693E+07 0.230801E+07 0.234755E+07
    6.4875 0.159473E+07 0.120293E+07 0.128246E+07 0.270695E+07 0.230730E+07 0.234979E+07
    6.5000 0.159340E+07 0.120348E+07 0.128541E+07 0.270724E+07 0.230651E+07 0.235180E+07
    6.5125 0.159224E+07 0.120404E+07 0.128820E+07 0.270778E+07 0.230567E+07 0.235357E+07
    6.5250 0.159124E+07 0.120464E+07 0.129081E+07 0.270853E+07 0.230481E+07 0.235509E+07
    6.5375 0.159035E+07 0.120532E+07 0.129324E+07 0.270945E+07 0.230398E+07 0.235639E+07
    6.5500 0.158954E+07 0.120613E+07 0.129548E+07 0.271048E+07 0.230323E+07 0.235747E+07
    6.5625 0.158875E+07 0.120712E+07 0.129757E+07 0.271157E+07 0.230260E+07 0.235837E+07
    6.5750 0.158794E+07 0.120832E+07 0.129949E+07 0.271264E+07 0.230212E+07 0.235911E+07
    6.5875 0.158706E+07 0.120977E+07 0.130130E+07 0.271364E+07 0.230185E+07 0.235975E+07
    6.6000 0.158605E+07 0.121150E+07 0.130300E+07 0.271450E+07 0.230180E+07 0.236031E+07
    6.6125 0.158486E+07 0.121354E+07 0.130464E+07 0.271517E+07 0.230200E+07 0.236085E+07
    6.6250 0.158347E+07 0.121589E+07 0.130624E+07 0.271560E+07 0.230247E+07 0.236140E+07
    6.6375 0.158183E+07 0.121856E+07 0.130785E+07 0.271574E+07 0.230321E+07 0.236201E+07
    6.6500 0.157993E+07 0.122152E+07 0.130948E+07 0.271557E+07 0.230423E+07 0.236272E+07
    6.6625 0.157777E+07 0.122477E+07 0.131118E+07 0.271508E+07 0.230552E+07 0.236354E+07
    6.6750 0.157535E+07 0.122827E+07 0.131296E+07 0.271426E+07 0.230705E+07 0.236450E+07
    6.6875 0.157268E+07 0.123198E+07 0.131483E+07 0.271311E+07 0.230882E+07 0.236561E+07
    6.7000 0.156981E+07 0.123586E+07 0.131681E+07 0.271166E+07 0.231079E+07 0.236687E+07
    6.7125 0.156675E+07 0.123985E+07 0.131889E+07 0.270994E+07 0.231293E+07 0.236828E+07
    6.7250 0.156358E+07 0.124391E+07 0.132106E+07 0.270800E+07 0.231521E+07 0.236981E+07
    6.7375 0.156034E+07 0.124798E+07 0.132330E+07 0.270587E+07 0.231760E+07 0.237144E+07
    6.7500 0.155709E+07 0.125201E+07 0.132558E+07 0.270363E+07 0.232005E+07 0.237313E+07
    6.7625 0.155390E+07 0.125597E+07 0.132786E+07 0.270132E+07 0.232254E+07 0.237484E+07
    6.7750 0.155083E+07 0.125980E+07 0.133011E+07 0.269902E+07 0.232503E+07 0.237652E+07
    6.7875 0.154795E+07 0.126349E+07 0.133226E+07 0.269677E+07 0.232750E+07 0.237814E+07
    6.8000 0.154530E+07 0.126701E+07 0.133429E+07 0.269464E+07 0.232993E+07 0.237964E+07
    6.8125 0.154293E+07 0.127034E+07 0.133613E+07 0.269267E+07 0.233229E+07 0.238098E+07
    6.8250 0.154089E+07 0.127348E+07 0.133774E+07 0.269090E+07 0.233458E+07 0.238213E+07
    6.8375 0.153919E+07 0.127644E+07 0.133908E+07 0.268937E+07 0.233679E+07 0.238304E+07
    6.8500 0.153785E+07 0.127922E+07 0.134012E+07 0.268809E+07 0.233891E+07 0.238370E+07
    6.8625 0.153688E+07 0.128185E+07 0.134082E+07 0.268706E+07 0.234094E+07 0.238410E+07
    6.8750 0.153626E+07 0.128435E+07 0.134117E+07 0.268630E+07 0.234290E+07 0.238422E+07
    6.8875 0.153596E+07 0.128676E+07 0.134117E+07 0.268577E+07 0.234478E+07 0.238406E+07
    6.9000 0.153596E+07 0.128910E+07 0.134082E+07 0.268547E+07 0.234661E+07 0.238366E+07
    6.9125 0.153621E+07 0.129140E+07 0.134014E+07 0.268534E+07 0.234840E+07 0.238303E+07
    6.9250 0.153666E+07 0.129370E+07 0.133915E+07 0.268536E+07 0.235015E+07 0.238220E+07
    6.9375 0.153724E+07 0.129602E+07 0.133790E+07 0.268548E+07 0.235188E+07 0.238122E+07
    6.9500 0.153791E+07 0.129840E+07 0.133642E+07 0.268565E+07 0.235360E+07 0.238013E+07
    6.9625 0.153860E+07 0.130083E+07 0.133477E+07 0.268581E+07 0.235532E+07 0.237897E+07
    6.9750 0.153926E+07 0.130335E+07 0.133300E+07 0.268593E+07 0.235705E+07 0.237779E+07
    6.9875 0.153983E+07 0.130595E+07 0.133116E+07 0.268596E+07 0.235880E+07 0.237665E+07
    7.0000 0.154027E+07 0.130864E+07 0.132930E+07 0.268587E+07 0.236057E+07 0.237556E+07
    7.0125 0.154055E+07 0.131139E+07 0.132748E+07 0.268562E+07 0.236235E+07 0.237459E+07
    7.0250 0.154064E+07 0.131421E+07 0.132573E+07 0.268519E+07 0.236415E+07 0.237374E+07
    7.0375 0.154053E+07 0.131707E+07 0.132408E+07 0.268458E+07 0.236596E+07 0.237304E+07
    7.0500 0.154022E+07 0.131996E+07 0.132256E+07 0.268379E+07 0.236777E+07 0.237250E+07
    7.0625 0.153971E+07 0.132283E+07 0.132118E+07 0.268283E+07 0.236958E+07 0.237211E+07
    7.0750 0.153903E+07 0.132567E+07 0.131994E+07 0.268171E+07 0.237136E+07 0.237187E+07
    7.0875 0.153821E+07 0.132844E+07 0.131884E+07 0.268046E+07 0.237311E+07 0.237174E+07
    7.1000 0.153729E+07 0.133113E+07 0.131784E+07 0.267913E+07 0.237482E+07 0.237172E+07
    7.1125 0.153631E+07 0.133369E+07 0.131693E+07 0.267775E+07 0.237647E+07 0.237174E+07
    7.1250 0.153532E+07 0.133611E+07 0.131606E+07 0.267637E+07 0.237805E+07 0.237179E+07
    7.1375 0.153437E+07 0.133836E+07 0.131520E+07 0.267505E+07 0.237956E+07 0.237180E+07
    7.1500 0.153353E+07 0.134043E+07 0.131429E+07 0.267382E+07 0.238097E+07 0.237173E+07
    7.1625 0.153283E+07 0.134230E+07 0.131329E+07 0.267273E+07 0.238229E+07 0.237153E+07
    7.1750 0.153233E+07 0.134397E+07 0.131215E+07 0.267183E+07 0.238350E+07 0.237117E+07
    7.1875 0.153206E+07 0.134542E+07 0.131084E+07 0.267114E+07 0.238460E+07 0.237060E+07
    7.2000 0.153205E+07 0.134666E+07 0.130931E+07 0.267071E+07 0.238558E+07 0.236981E+07
    7.2125 0.153233E+07 0.134768E+07 0.130754E+07 0.267054E+07 0.238646E+07 0.236875E+07
    7.2250 0.153291E+07 0.134849E+07 0.130552E+07 0.267065E+07 0.238721E+07 0.236744E+07
    7.2375 0.153379E+07 0.134909E+07 0.130323E+07 0.267103E+07 0.238786E+07 0.236586E+07
    7.2500 0.153497E+07 0.134950E+07 0.130068E+07 0.267168E+07 0.238840E+07 0.236403E+07
    7.2625 0.153641E+07 0.134972E+07 0.129788E+07 0.267256E+07 0.238884E+07 0.236197E+07
    7.2750 0.153810E+07 0.134976E+07 0.129486E+07 0.267366E+07 0.238918E+07 0.235970E+07
    7.2875 0.154000E+07 0.134963E+07 0.129166E+07 0.267493E+07 0.238944E+07 0.235727E+07
    7.3000 0.154207E+07 0.134934E+07 0.128832E+07 0.267633E+07 0.238963E+07 0.235472E+07
    7.3125 0.154425E+07 0.134890E+07 0.128488E+07 0.267782E+07 0.238976E+07 0.235210E+07
    7.3250 0.154651E+07 0.134832E+07 0.128140E+07 0.267934E+07 0.238984E+07 0.234945E+07
    7.3375 0.154879E+07 0.134761E+07 0.127793E+07 0.268085E+07 0.238989E+07 0.234683E+07
    7.3500 0.155105E+07 0.134676E+07 0.127453E+07 0.268230E+07 0.238992E+07 0.234427E+07
    7.3625 0.155324E+07 0.134580E+07 0.127125E+07 0.268366E+07 0.238993E+07 0.234182E+07
    7.3750 0.155532E+07 0.134472E+07 0.126812E+07 0.268488E+07 0.238995E+07 0.233952E+07
    7.3875 0.155727E+07 0.134353E+07 0.126519E+07 0.268593E+07 0.238999E+07 0.233738E+07
    7.4000 0.155905E+07 0.134224E+07 0.126249E+07 0.268681E+07 0.239005E+07 0.233542E+07
    7.4125 0.156065E+07 0.134084E+07 0.126002E+07 0.268749E+07 0.239014E+07 0.233365E+07
    7.4250 0.156207E+07 0.133935E+07 0.125781E+07 0.268798E+07 0.239028E+07 0.233207E+07
    7.4375 0.156331E+07 0.133778E+07 0.125584E+07 0.268829E+07 0.239046E+07 0.233067E+07
    7.4500 0.156438E+07 0.133612E+07 0.125410E+07 0.268842E+07 0.239069E+07 0.232942E+07
    7.4625 0.156531E+07 0.133439E+07 0.125256E+07 0.268841E+07 0.239097E+07 0.232830E+07
    7.4750 0.156611E+07 0.133259E+07 0.125120E+07 0.268828E+07 0.239128E+07 0.232728E+07
    7.4875 0.156682E+07 0.133072E+07 0.124998E+07 0.268808E+07 0.239164E+07 0.232632E+07
    7.5000 0.156747E+07 0.132880E+07 0.124885E+07 0.268783E+07 0.239202E+07 0.232540E+07
    7.5125 0.156810E+07 0.132684E+07 0.124778E+07 0.268758E+07 0.239242E+07 0.232447E+07
    7.5250 0.156876E+07 0.132482E+07 0.124670E+07 0.268737E+07 0.239281E+07 0.232350E+07
    7.5375 0.156947E+07 0.132277E+07 0.124559E+07 0.268725E+07 0.239318E+07 0.232247E+07
    7.5500 0.157027E+07 0.132068E+07 0.124441E+07 0.268724E+07 0.239351E+07 0.232135E+07
    7.5625 0.157119E+07 0.131856E+07 0.124312E+07 0.268738E+07 0.239379E+07 0.232012E+07
    7.5750 0.157225E+07 0.131641E+07 0.124170E+07 0.268770E+07 0.239399E+07 0.231877E+07
    7.5875 0.157347E+07 0.131423E+07 0.124014E+07 0.268820E+07 0.239410E+07 0.231731E+07
    7.6000 0.157485E+07 0.131203E+07 0.123844E+07 0.268891E+07 0.239409E+07 0.231573E+07
    7.6125 0.157639E+07 0.130979E+07 0.123660E+07 0.268982E+07 0.239395E+07 0.231406E+07
    7.6250 0.157808E+07 0.130753E+07 0.123464E+07 0.269092E+07 0.239367E+07 0.231231E+07
    7.6375 0.157992E+07 0.130523E+07 0.123259E+07 0.269220E+07 0.239325E+07 0.231050E+07
    7.6500 0.158187E+07 0.130292E+07 0.123047E+07 0.269363E+07 0.239269E+07 0.230868E+07
    7.6625 0.158390E+07 0.130058E+07 0.122833E+07 0.269518E+07 0.239198E+07 0.230687E+07
    7.6750 0.158599E+07 0.129822E+07 0.122621E+07 0.269681E+07 0.239112E+07 0.230511E+07
    7.6875 0.158808E+07 0.129585E+07 0.122415E+07 0.269848E+07 0.239013E+07 0.230344E+07
    7.7000 0.159016E+07 0.129348E+07 0.122220E+07 0.270013E+07 0.238903E+07 0.230188E+07
    7.7125 0.159217E+07 0.129111E+07 0.122039E+07 0.270173E+07 0.238781E+07 0.230047E+07
    7.7250 0.159407E+07 0.128876E+07 0.121878E+07 0.270322E+07 0.238652E+07 0.229923E+07
    7.7375 0.159583E+07 0.128644E+07 0.121738E+07 0.270458E+07 0.238516E+07 0.229818E+07
    7.7500 0.159742E+07 0.128417E+07 0.121622E+07 0.270579E+07 0.238376E+07 0.229733E+07
    7.7625 0.159879E+07 0.128197E+07 0.121532E+07 0.270683E+07 0.238235E+07 0.229668E+07
    7.7750 0.159992E+07 0.127985E+07 0.121467E+07 0.270769E+07 0.238094E+07 0.229624E+07
    7.7875 0.160081E+07 0.127783E+07 0.121428E+07 0.270836E+07 0.237956E+07 0.229599E+07
    7.8000 0.160144E+07 0.127593E+07 0.121414E+07 0.270884E+07 0.237822E+07 0.229592E+07
    7.8125 0.160182E+07 0.127416E+07 0.121421E+07 0.270916E+07 0.237695E+07 0.229601E+07
    7.8250 0.160196E+07 0.127255E+07 0.121449E+07 0.270931E+07 0.237575E+07 0.229624E+07
    7.8375 0.160189E+07 0.127109E+07 0.121492E+07 0.270933E+07 0.237464E+07 0.229657E+07
    7.8500 0.160164E+07 0.126980E+07 0.121549E+07 0.270922E+07 0.237362E+07 0.229699E+07
    7.8625 0.160123E+07 0.126867E+07 0.121614E+07 0.270903E+07 0.237269E+07 0.229745E+07
    7.8750 0.160071E+07 0.126771E+07 0.121685E+07 0.270878E+07 0.237185E+07 0.229794E+07
    7.8875 0.160011E+07 0.126691E+07 0.121759E+07 0.270849E+07 0.237108E+07 0.229842E+07
    7.9000 0.159948E+07 0.126627E+07 0.121831E+07 0.270822E+07 0.237038E+07 0.229887E+07
    7.9125 0.159884E+07 0.126576E+07 0.121900E+07 0.270798E+07 0.236972E+07 0.229927E+07
    7.9250 0.159822E+07 0.126537E+07 0.121964E+07 0.270780E+07 0.236910E+07 0.229961E+07
    7.9375 0.159766E+07 0.126508E+07 0.122021E+07 0.270772E+07 0.236848E+07 0.229987E+07
    7.9500 0.159717E+07 0.126486E+07 0.122072E+07 0.270774E+07 0.236785E+07 0.230006E+07
    7.9625 0.159677E+07 0.126471E+07 0.122116E+07 0.270790E+07 0.236720E+07 0.230018E+07
    7.9750 0.159648E+07 0.126458E+07 0.122155E+07 0.270818E+07 0.236650E+07 0.230023E+07
    7.9875 0.159629E+07 0.126447E+07 0.122190E+07 0.270860E+07 0.236575E+07 0.230022E+07
    8.0000 0.159619E+07 0.126435E+07 0.122223E+07 0.270916E+07 0.236493E+07 0.230018E+07
    8.0125 0.159618E+07 0.126421E+07 0.122257E+07 0.270983E+07 0.236405E+07 0.230011E+07
    8.0250 0.159623E+07 0.126404E+07 0.122294E+07 0.271060E+07 0.236310E+07 0.230005E+07
    8.0375 0.159634E+07 0.126384E+07 0.122338E+07 0.271145E+07 0.236210E+07 0.230001E+07
    8.0500 0.159646E+07 0.126360E+07 0.122392E+07 0.271236E+07 0.236104E+07 0.230001E+07
    8.0625 0.159656E+07 0.126332E+07 0.122456E+07 0.271330E+07 0.235996E+07 0.230008E+07
    8.0750 0.159663E+07 0.126302E+07 0.122535E+07 0.271424E+07 0.235886E+07 0.230022E+07
    8.0875 0.159663E+07 0.126270E+07 0.122629E+07 0.271515E+07 0.235777E+07 0.230044E+07
    8.1000 0.159654E+07 0.126239E+07 0.122739E+07 0.271601E+07 0.235671E+07 0.230077E+07
    8.1125 0.159632E+07 0.126211E+07 0.122867E+07 0.271680E+07 0.235570E+07 0.230120E+07
    8.1250 0.159597E+07 0.126187E+07 0.123011E+07 0.271749E+07 0.235476E+07 0.230173E+07
    8.1375 0.159546E+07 0.126170E+07 0.123172E+07 0.271806E+07 0.235392E+07 0.230236E+07
    8.1500 0.159480E+07 0.126163E+07 0.123346E+07 0.271849E+07 0.235319E+07 0.230308E+07
    8.1625 0.159398E+07 0.126167E+07 0.123534E+07 0.271879E+07 0.235261E+07 0.230390E+07
    8.1750 0.159300E+07 0.126184E+07 0.123732E+07 0.271893E+07 0.235217E+07 0.230480E+07
    8.1875 0.159188E+07 0.126215E+07 0.123938E+07 0.271891E+07 0.235189E+07 0.230578E+07
    8.2000 0.159064E+07 0.126263E+07 0.124148E+07 0.271876E+07 0.235177E+07 0.230681E+07
    8.2125 0.158928E+07 0.126326E+07 0.124361E+07 0.271846E+07 0.235181E+07 0.230790E+07
    8.2250 0.158785E+07 0.126406E+07 0.124573E+07 0.271805E+07 0.235200E+07 0.230903E+07
    8.2375 0.158636E+07 0.126501E+07 0.124781E+07 0.271754E+07 0.235232E+07 0.231018E+07
    8.2500 0.158485E+07 0.126610E+07 0.124983E+07 0.271696E+07 0.235276E+07 0.231136E+07
    8.2625 0.158335E+07 0.126732E+07 0.125178E+07 0.271634E+07 0.235328E+07 0.231254E+07
    8.2750 0.158189E+07 0.126865E+07 0.125363E+07 0.271572E+07 0.235385E+07 0.231372E+07
    8.2875 0.158050E+07 0.127005E+07 0.125538E+07 0.271514E+07 0.235444E+07 0.231488E+07
    8.3000 0.157920E+07 0.127150E+07 0.125701E+07 0.271462E+07 0.235502E+07 0.231602E+07
    8.3125 0.157802E+07 0.127298E+07 0.125853E+07 0.271421E+07 0.235555E+07 0.231713E+07
    8.3250 0.157698E+07 0.127445E+07 0.125995E+07 0.271394E+07 0.235600E+07 0.231820E+07
    8.3375 0.157609E+07 0.127589E+07 0.126126E+07 0.271382E+07 0.235634E+07 0.231923E+07
    8.3500 0.157536E+07 0.127726E+07 0.126248E+07 0.271388E+07 0.235654E+07 0.232021E+07
    8.3625 0.157480E+07 0.127856E+07 0.126363E+07 0.271413E+07 0.235660E+07 0.232116E+07
    8.3750 0.157440E+07 0.127977E+07 0.126471E+07 0.271457E+07 0.235649E+07 0.232205E+07
    8.3875 0.157416E+07 0.128087E+07 0.126575E+07 0.271520E+07 0.235623E+07 0.232291E+07
    8.4000 0.157406E+07 0.128186E+07 0.126675E+07 0.271600E+07 0.235582E+07 0.232373E+07
    8.4125 0.157409E+07 0.128274E+07 0.126774E+07 0.271696E+07 0.235526E+07 0.232452E+07
    8.4250 0.157423E+07 0.128352E+07 0.126872E+07 0.271804E+07 0.235458E+07 0.232530E+07
    8.4375 0.157446E+07 0.128422E+07 0.126971E+07 0.271923E+07 0.235379E+07 0.232605E+07
    8.4500 0.157475E+07 0.128484E+07 0.127070E+07 0.272048E+07 0.235294E+07 0.232680E+07
    8.4625 0.157509E+07 0.128541E+07 0.127171E+07 0.272177E+07 0.235204E+07 0.232755E+07
    8.4750 0.157546E+07 0.128596E+07 0.127273E+07 0.272306E+07 0.235113E+07 0.232830E+07
    8.4875 0.157583E+07 0.128649E+07 0.127376E+07 0.272432E+07 0.235024E+07 0.232907E+07
    8.5000 0.157618E+07 0.128705E+07 0.127479E+07 0.272552E+07 0.234939E+07 0.232985E+07
    8.5125 0.157650E+07 0.128764E+07 0.127582E+07 0.272663E+07 0.234861E+07 0.233066E+07
    8.5250 0.157678E+07 0.128829E+07 0.127684E+07 0.272763E+07 0.234791E+07 0.233148E+07
    8.5375 0.157700E+07 0.128902E+07 0.127784E+07 0.272852E+07 0.234732E+07 0.233234E+07
    8.5500 0.157717E+07 0.128984E+07 0.127881E+07 0.272928E+07 0.234683E+07 0.233321E+07
